,topic,difficulty,obscurity,extracted_queries
2549,Behavioral Economics,Hard,Most,Cognitive dissonance describes the mental discomfort people feel when holding contradictory ideas or values.
2550,Behavioral Economics,Hard,Most,"The identifiable victim effect leads people to offer greater aid when a specific, identifiable person is presented compared to a large, vague group."
2551,Behavioral Economics,Hard,Most,Framing effects show that people respond differently to identical options depending on whether they are presented positively or negatively.
2552,Behavioral Economics,Hard,Most,"The bandwagon effect is the phenomenon of people doing or believing things because others do, regardless of their own beliefs."
2553,Behavioral Economics,Hard,Most,Priming refers to the influence of subconscious cues on behavior and decision-making.
2554,Behavioral Economics,Hard,Most,The availability heuristic describes people overestimating the likelihood of events that readily come to mind.
2555,Behavioral Economics,Hard,Most,Projection bias is the tendency for people to overestimate how much their preferences will stay the same over time.
2556,Behavioral Economics,Hard,Most,"Bounded rationality theory states that when making decisions, rationality is limited by available information, cognitive limitations, and time constraints."
2557,Behavioral Economics,Hard,Most,The gambler's fallacy is believing that independent events become less random and start influencing each other.
2558,Behavioral Economics,Hard,Most,"Representativeness heuristic is judging probability based on how similar things are, rather than statistically."
2559,Behavioral Economics,Hard,Most,Confirmation bias leads people to seek and interpret information that conforms to their pre-existing beliefs.
2560,Behavioral Economics,Hard,Most,The hot-hand fallacy is the belief that someone on a winning streak has a greater chance of continued success.
2561,Behavioral Economics,Medium,Fairly,Prospect theory predicts that people are generally risk averse when evaluating potential gains.
2562,Behavioral Economics,Medium,Fairly,The endowment effect states that people place a higher value on things they already own compared to things they could acquire.
2563,Behavioral Economics,Medium,Fairly,"According to mental accounting theory, people often separate their money into distinct mental accounts based on the source and intent for each account."
2564,Behavioral Economics,Medium,Fairly,The representativeness heuristic involves assessing the likelihood of an event by comparing it to an existing prototype or stereotype in one's mind.
2565,Behavioral Economics,Medium,Fairly,Framing effects refer to how presenting information in different ways can alter people's decisions and preferences.
2566,Behavioral Economics,Medium,Fairly,Hyperbolic discounting describes how people value payoffs in the present more than identically sized payoffs in the future.
2567,Behavioral Economics,Medium,Fairly,The decoy effect is the phenomenon where consumers are more likely to select an option if it is next to a similar but less attractive option.
2568,Behavioral Economics,Medium,Fairly,"Cognitive load theory states that as more demands are placed on a person's working memory, their decision-making ability declines."
2569,Behavioral Economics,Medium,Fairly,The peak-end rule proposes that people judge past experiences largely based on how they felt at the most intense point and at the end.
2570,Behavioral Economics,Medium,Fairly,Nudging refers to positive reinforcement and indirect suggestions to influence behavior and decision-making.
2571,Behavioral Economics,Medium,Fairly,Anchoring bias causes people to rely too heavily on the first piece of information they receive when making decisions.
2572,Behavioral Economics,Medium,Fairly,The availability heuristic leads people to overestimate the likelihood of events that are easy to recall or imagine.
2573,Behavioral Economics,Medium,Fairly,"bounded rationality theory states that when making decisions, rationality is limited by the tractability of the decision problem, cognitive limitations, and the time available to make the decision."
2574,Behavioral Economics,Medium,Fairly,"The bandwagon effect is the phenomenon where people do something primarily because other people are doing it, regardless of their own beliefs."
2575,Behavioral Economics,Medium,Fairly,Conformity bias causes people to think and act in ways that align with social norms and expectations.
2576,Behavioral Economics,Medium,Fairly,The sunk cost fallacy describes the tendency to continue an endeavor once an investment in effort or money has been made.
2577,Behavioral Economics,Medium,Fairly,Choice overload occurs when too many options paralyze people or cause suboptimal decision making.
2578,Behavioral Economics,Medium,Fairly,Partitioned pricing is separating a total price into smaller components to make the overall price more acceptable.
2579,Behavioral Economics,Easy,Least,Behavioral economics combines psychology and economics to study how people make decisions.
2580,Behavioral Economics,Easy,Least,The endowment effect refers to people valuing something more when they own it versus when they do not.
2581,Behavioral Economics,Easy,Least,"People exhibit loss aversion, meaning losses hurt more than equivalent gains feel good."
2582,Behavioral Economics,Easy,Least,Framing effects refer to how the way options are presented influences decisions.
2583,Behavioral Economics,Easy,Least,"People often use heuristics, or mental shortcuts, when making quick decisions."
2584,Behavioral Economics,Easy,Least,Overconfidence bias leads people to overestimate their knowledge and abilities.
2585,Behavioral Economics,Easy,Least,The status quo bias causes people to prefer things to stay the same by doing nothing.
2586,Behavioral Economics,Easy,Least,Anchoring makes people rely too heavily on initial pieces of information.
2587,Behavioral Economics,Easy,Least,Hyperbolic discounting describes the tendency to choose smaller payoffs sooner over larger payoffs later.
2588,Behavioral Economics,Easy,Least,Choice overload occurs when too many options paralyze decision-making.
2589,Behavioral Economics,Easy,Least,Nudging refers to subtly guiding people's decisions in a positive direction.
2590,Behavioral Economics,Easy,Least,The peak-end rule means people judge experiences based on how they felt at the peak and end rather than the whole.
2591,Behavioral Economics,Easy,Least,Present bias causes people to make time-inconsistent choices.
2592,Behavioral Economics,Easy,Least,The availability heuristic leads people to overestimate the likelihood of memorable or vivid events.
2593,Behavioral Economics,Easy,Least,Herding describes when people follow the crowd rather than decide independently.
2594,Behavioral Economics,Easy,Least,The decoy effect happens when an irrelevant third option boosts preference for a target option.
2595,Behavioral Economics,Easy,Least,Anchors can be arbitrary numbers that still influence estimates.
2596,Behavioral Economics,Easy,Least,The bandwagon effect is the tendency to adopt something because others are doing it.
2597,Behavioral Economics,Easy,Least,The sunk cost fallacy leads people to continue bad investments due to money already spent.
2598,Behavioral Economics,Easy,Least,Fear of missing out drives purchases and behaviors tied to social pressures.
2600,Holocaust Studies,Medium,Fairly,The extermination camp Treblinka used diesel engine exhaust fumes pumped into gas chambers to kill inmates.
2601,Holocaust Studies,Medium,Fairly,"After WW2 ended, many Nazi officers escaped justice by fleeing to Argentina using ratlines operated by the Catholic church."
2602,Holocaust Studies,Medium,Fairly,Hitler's final solution plan for the Jewish question was detailed at the 1942 Wannsee Conference led by Reinhard Heydrich.
2603,Holocaust Studies,Medium,Fairly,The Gestapo secret police force was formed by Hermann Göring rather than Heinrich Himmler.
2604,Holocaust Studies,Medium,Fairly,"After the war, Holocaust denial first emerged as a phenomenon in France rather than Germany."
2605,Holocaust Studies,Medium,Fairly,The Madagascar Plan proposed deporting Jews to Madagascar rather than killing them.
2606,Holocaust Studies,Medium,Fairly,Adolf Eichmann was known as the Architect of the Holocaust for his central role in planning the logistics of the mass killings.
2607,Holocaust Studies,Medium,Fairly,The first Nazi concentration camps were built in 1933 immediately after Hitler became Chancellor.
2608,Holocaust Studies,Medium,Fairly,Poison gas Zyklon B used in gas chambers was originally a pesticide invented to kill insects.
2609,Holocaust Studies,Medium,Fairly,Anne Frank and her family were betrayed by a Jewish informer rather than the Dutch police.
2610,Holocaust Studies,Medium,Fairly,The extermination camp Chelmno used vans with carbon monoxide gas rather than fixed gas chambers.
2611,Holocaust Studies,Medium,Fairly,Adolf Hitler was partly inspired by the Armenian Genocide when planning the Holocaust.
2612,Holocaust Studies,Medium,Fairly,The Allies were aware of the Holocaust from intelligence reports but did not prioritize stopping it.
2613,Holocaust Studies,Medium,Fairly,Numerous Catholic priests were arrested and killed by the Nazis for sheltering Jews.
2614,Holocaust Studies,Medium,Fairly,Hitler outlined his views on the Jewish question in his 1925 book Mein Kampf.
2615,Holocaust Studies,Medium,Fairly,The SS organization started as Hitler's personal bodyguard unit before leading Holocaust implementation.
2616,Holocaust Studies,Medium,Fairly,Some Jewish resistance fighters escaped Treblinka death camp during a prisoner uprising in 1943.
2617,Holocaust Studies,Medium,Fairly,Nazi concentration camps like Dachau were first used to imprison political opponents and dissidents.
2618,Holocaust Studies,Medium,Fairly,Holocaust denial laws making it illegal first emerged in Germany and Austria after WWII.
2619,Holocaust Studies,Medium,Fairly,Over 6 million Jewish people were systematically murdered during the Holocaust.
2620,Holocaust Studies,Easy,Least,The Holocaust refers to the genocide of European Jews by Nazi Germany during World War II.
2621,Holocaust Studies,Easy,Least,Adolf Hitler was the Chancellor of Germany and led the Nazi Party.
2622,Holocaust Studies,Easy,Least,Concentration camps were prisons where Jews and other victims were detained and killed.
2623,Holocaust Studies,Easy,Least,Auschwitz was the largest concentration and extermination camp built by the Nazis.
